Category	Chromosome	Loci Start	Loci End	Gene ID	Gene Symbol	Strand	Distance to TSS	Description	Conservation Score	Fractional Overlaping
Intron	chr3l	001740409	001740858	FBtr0072770	Gk-RB	+	+1388	NA	NA	NA
Intron	chr3l	001741242	001743656	FBtr0072771	Gk-RA	+	+0611	NA	NA	NA
Upstream	chr3l	001746075	001746283	FBtr0303105	CG13921-RD	+	-0728	NA	NA	NA
Exon/CD	chr3l	001746910	001748243	FBtr0072773	CG13921-RB	+	+0669	NA	NA	NA
Exon/CD	chr3l	001748914	001749200	FBtr0310623	CG13921-RE	+	+0225	NA	NA	NA
5'UTR	chr3l	001753691	001755632	FBtr0305966	Cht2-RB	-	+0611	NA	NA	NA
Intron	chr3l	001755883	001757283	FBtr0334073	CG8001-RC	+	+0277	NA	NA	NA
Exon/CD	chr3l	001773736	001778337	FBtr0072775	CG12018-RA	+	+0403	NA	NA	NA
Intron	chr3l	001792421	001792659	FBtr0072789	alpha-Spec-RA	-	+2788	NA	NA	NA
Intron	chr3l	001792891	001797132	FBtr0072789	alpha-Spec-RA	-	+0317	NA	NA	NA
Exon/CD	chr3l	001798690	001800047	FBtr0072781	Patj-RB	+	+0565	NA	NA	NA
Exon/CD	chr3l	001800157	001800409	FBtr0072781	Patj-RB	+	+1480	NA	NA	NA
5'UTR	chr3l	001801492	001804209	FBtr0072788	JTBR-RA	-	+0006	NA	NA	NA
Intron	chr3l	001810617	001811887	FBtr0072784	GV1-RA	+	+0664	NA	NA	NA
Exon/CD	chr3l	001856975	001858600	FBtr0072832	CG12024-RA	+	+0622	NA	NA	NA
Exon/CD	chr3l	001860012	001862230	FBtr0332671	R-RC	-	+0695	NA	NA	NA
Upstream	chr3l	001863018	001867615	FBtr0345807	HBS1-RB	-	-0076	NA	NA	NA
Exon/CD	chr3l	001874771	001876325	FBtr0072864	dre4-RA	-	+0764	NA	NA	NA
Intron	chr3l	001882181	001882948	FBtr0332670	CG13937-RI	-	+0477	NA	NA	NA
Exon/CD	chr3l	001884047	001884960	FBtr0346440	Aprt-RC	-	+0389	NA	NA	NA
Upstream	chr3l	001885214	001885436	FBtr0346441	Aprt-RD	-	-0306	NA	NA	NA
Intron	chr3l	001885675	001888209	FBtr0072836	Tmhs-RB	+	+1285	NA	NA	NA
Intron	chr3l	001888603	001888875	FBtr0072836	Tmhs-RB	+	+3082	NA	NA	NA
Intron	chr3l	001889262	001889548	FBtr0072836	Tmhs-RB	+	+3748	NA	NA	NA
Exon/CD	chr3l	001941067	001942210	FBtr0072841	Mfap1-RA	+	+0570	NA	NA	NA
5'UTR	chr3l	001946484	001948950	FBtr0072842	Cnb-RA	+	+0152	NA	NA	NA
Upstream	chr3l	001962796	001966055	FBtr0072844	SCOT-RA	+	-0034	NA	NA	NA
Intron	chr3l	001966772	001970060	FBtr0072853	CG1927-RA	-	+1663	NA	NA	NA
Exon/CD	chr3l	001971825	001972499	FBtr0072845	CG1139-RA	+	+0524	NA	NA	NA
Exon/CD	chr3l	002113948	002114397	FBtr0332676	sls-RR	-	+1439	NA	NA	NA
Exon/CD	chr3l	002132061	002132418	FBtr0332120	zormin-RK	-	+19461	NA	NA	NA
Intron	chr3l	002144164	002144399	FBtr0332120	zormin-RK	-	+7419	NA	NA	NA
Intron	chr3l	002148232	002148734	FBtr0332120	zormin-RK	-	+3217	NA	NA	NA
Intron	chr3l	002149511	002151708	FBtr0332120	zormin-RK	-	+1091	NA	NA	NA
Exon/CD	chr3l	002161589	002161931	FBtr0300831	CG15822-RD	-	+2103	NA	NA	NA
Intron	chr3l	002162270	002163819	FBtr0300831	CG15822-RD	-	+0819	NA	NA	NA
Intron	chr3l	002168434	002169162	FBtr0072916	CG15879-RA	-	+0310	NA	NA	NA
Intron	chr3l	002170320	002171177	FBtr0346076	CG5704-RB	-	+0223	NA	NA	NA
Intron	chr3l	002191503	002192233	FBtr0072912	CG5707-RA	-	+0353	NA	NA	NA
Exon/CD	chr3l	002236056	002237125	FBtr0072910	CG9018-RA	-	+0486	NA	NA	NA
Intron	chr3l	002237821	002238623	FBtr0072874	ACXD-RA	+	+0614	NA	NA	NA
Exon/CD	chr3l	002255600	002256004	FBtr0072907	CG1275-RA	-	+0208	NA	NA	NA
Upstream	chr3l	002256087	002258800	FBtr0332664	CG2034-RB	+	-0013	NA	NA	NA
5'UTR	chr3l	002260803	002264209	FBtr0072904	oxt-RB	-	+0158	NA	NA	NA
Exon/CD	chr3l	002264581	002265874	FBtr0072903	ecd-RA	-	+0630	NA	NA	NA
Exon/CD	chr3l	002370260	002371994	FBtr0345587	CG1317-RD	-	+0812	NA	NA	NA
5'UTR	chr3l	002372121	002375277	FBtr0331415	mRpL23-RC	-	+0005	NA	NA	NA
Exon/CD	chr3l	002375934	002376404	FBtr0072890	CG9004-RA	+	+2441	NA	NA	NA
5'UTR	chr3l	002376561	002378791	FBtr0345102	CG45186-RT	+	+0021	NA	NA	NA
5'UTR	chr3l	002379016	002379384	FBtr0345115	CG45186-RAH	+	+0373	NA	NA	NA
5'UTR	chr3l	002388031	002389463	FBtr0345109	CG45186-RAB	+	+0755	NA	NA	NA
Intron	chr3l	002400613	002401708	FBtr0345114	CG45186-RAG	+	+0651	NA	NA	NA
Intron	chr3l	002418001	002419209	FBtr0345101	CG45186-RS	+	+0650	NA	NA	NA
5'UTR	chr3l	002429009	002429538	FBtr0345104	CG45186-RW	+	+0363	NA	NA	NA
5'UTR	chr3l	002439332	002439900	FBtr0345085	CG45186-RV	+	+0380	NA	NA	NA
5'UTR	chr3l	002457703	002458475	FBtr0345105	CG45186-RX	+	+0186	NA	NA	NA
Intron	chr3l	002458776	002459266	FBtr0345105	CG45186-RX	+	+1118	NA	NA	NA
Intron	chr3l	002466886	002468191	FBtr0345106	CG45186-RY	+	+0677	NA	NA	NA
Intron	chr3l	002488815	002490157	FBtr0072921	CG1146-RB	+	+0682	NA	NA	NA
Exon/CD	chr3l	002490221	002492224	FBtr0344219	CG1146-RD	+	+0622	NA	NA	NA
Intron	chr3l	002493975	002495621	FBtr0345108	CG45186-RAA	+	+0260	NA	NA	NA
Intron	chr3l	002502708	002503352	FBtr0306577	CG16758-RG	-	+0576	NA	NA	NA
Intron	chr3l	002529613	002529974	FBtr0304619	Spn-RH	-	+6792	NA	NA	NA
Intron	chr3l	002552215	002554325	FBtr0304614	Spn-RC	-	+1022	NA	NA	NA
Intron	chr3l	002582642	002582867	FBtr0333365	msn-RI	-	+3786	NA	NA	NA
Intron	chr3l	002583445	002584367	FBtr0333365	msn-RI	-	+2634	NA	NA	NA
Intron	chr3l	002584622	002586483	FBtr0333365	msn-RI	-	+0988	NA	NA	NA
Exon/CD	chr3l	002587418	002591676	FBtr0072926	dos-RA	+	+0133	NA	NA	NA
Exon/CD	chr3l	002598470	002600169	FBtr0344989	CG12182-RC	-	+0260	NA	NA	NA
Intron	chr3l	002600252	002601261	FBtr0072930	CG16986-RA	+	+0425	NA	NA	NA
Intron	chr3l	002631593	002633856	FBtr0072933	MEP-1-RB	+	+0449	NA	NA	NA
5'UTR	chr3l	002634497	002637329	FBtr0072934	MEP-1-RD	+	+0151	NA	NA	NA
Exon/CD	chr3l	002648404	002648757	FBtr0345027	CG1246-RE	+	+0143	NA	NA	NA
Exon/CD	chr3l	002650689	002653783	FBtr0299683	Snup-RA	+	+0148	NA	NA	NA
Intron	chr3l	002734225	002734440	FBtr0306331	Mrtf-RD	-	+32204	NA	NA	NA
Upstream	chr3l	002765046	002768478	FBtr0072969	Non2-RA	+	-0237	NA	NA	NA
Intron	chr3l	002770126	002772316	FBtr0073016	CG9977-RA	-	+1104	NA	NA	NA
Upstream	chr3l	002772551	002776107	FBtr0072970	Atg2-RA	+	-0009	NA	NA	NA
5'UTR	chr3l	002780770	002784214	FBtr0333442	pgant6-RC	+	+0237	NA	NA	NA
Intron	chr3l	002816390	002821098	FBtr0309120	Tet-RD	-	+2359	NA	NA	NA
Intron	chr3l	002821431	002821845	FBtr0309117	Tet-RA	-	+57520	NA	NA	NA
5'UTR	chr3l	002878513	002879100	FBtr0309117	Tet-RA	-	+0352	NA	NA	NA
Intron	chr3l	002895278	002895486	FBtr0333898	Shab-RM	+	+0262	NA	NA	NA
Exon/CD	chr3l	002980955	002982026	FBtr0072978	CG2107-RA	+	+0468	NA	NA	NA
Exon/CD	chr3l	003035292	003040343	FBtr0345028	CG2162-RE	+	+2621	NA	NA	NA
Exon/CD	chr3l	003042253	003044026	FBtr0332112	Jafrac2-RC	+	+0418	NA	NA	NA
Intron	chr3l	003044364	003048808	FBtr0073005	scramb2-RA	-	+0226	NA	NA	NA
Exon/CD	chr3l	003049151	003049359	FBtr0072984	Sk2-RA	+	+2168	NA	NA	NA
Exon/CD	chr3l	003049410	003049831	FBtr0072984	Sk2-RA	+	+2533	NA	NA	NA
Exon/CD	chr3l	003050322	003051760	FBtr0072985	CG32485-RA	+	+0718	NA	NA	NA
Intron	chr3l	003052013	003053705	FBtr0072988	CG1271-RD	+	+0200	NA	NA	NA
Exon/CD	chr3l	003053825	003054248	FBtr0072988	CG1271-RD	+	+1377	NA	NA	NA
Exon/CD	chr3l	003055031	003056196	FBtr0072990	CG16753-RA	+	+0534	NA	NA	NA
Intron	chr3l	003058976	003061423	FBtr0073004	CG32486-RD	-	+10640	NA	NA	NA
Exon/CD	chr3l	003069788	003070855	FBtr0073004	CG32486-RD	-	+0518	NA	NA	NA
Intron	chr3l	003071109	003074370	FBtr0072992	CG11486-RJ	+	+0192	NA	NA	NA
Intron	chr3l	003075777	003076337	FBtr0332113	CG11486-RR	+	+2850	NA	NA	NA
Intron	chr3l	003076941	003077437	FBtr0332113	CG11486-RR	+	+3982	NA	NA	NA
Intron	chr3l	003077910	003079515	FBtr0113129	CG11486-RO	+	+0783	NA	NA	NA
Intron	chr3l	003080745	003084580	FBtr0072996	CG11486-RA	+	+0684	NA	NA	NA
Intron	chr3l	003084726	003085058	FBtr0072996	CG11486-RA	+	+2914	NA	NA	NA
Intron	chr3l	003094641	003095305	FBtr0073124	Cht7-RA	-	+11985	NA	NA	NA
Intron	chr3l	003122641	003123581	FBtr0306258	prominin-like-RD	-	+4613	NA	NA	NA
Intron	chr3l	003124842	003125447	FBtr0306258	prominin-like-RD	-	+2580	NA	NA	NA
Intron	chr3l	003125612	003126090	FBtr0306258	prominin-like-RD	-	+1873	NA	NA	NA
5'UTR	chr3l	003126199	003127776	FBtr0306258	prominin-like-RD	-	+0737	NA	NA	NA
Intron	chr3l	003133607	003134075	FBtr0113132	CG11537-RD	-	+6112	NA	NA	NA
Upstream	chr3l	003141644	003141889	FBtr0073023	CG1291-RA	+	-2042	NA	NA	NA
Upstream	chr3l	003141944	003142158	FBtr0073023	CG1291-RA	+	-1757	NA	NA	NA
Exon/CD	chr3l	003142313	003146298	FBtr0073023	CG1291-RA	+	+0497	NA	NA	NA
Exon/CD	chr3l	003146349	003148572	FBtr0073114	Usp5-RA	-	+0898	NA	NA	NA
Intron	chr3l	003148652	003150431	FBtr0307305	BtbVII-RE	+	+0408	NA	NA	NA
Exon/CD	chr3l	003150957	003151274	FBtr0307305	BtbVII-RE	+	+1982	NA	NA	NA
Exon/CD	chr3l	003158264	003159718	FBtr0073113	ND-30-RA	-	+0587	NA	NA	NA
Exon/CD	chr3l	003159874	003168498	FBtr0073112	Asciz-RA	-	+0902	NA	NA	NA
Exon/CD	chr3l	003169231	003170776	FBtr0073034	CG32281-RA	+	+0628	NA	NA	NA
Exon/CD	chr3l	003178034	003178386	FBtr0307018	CG14964-RB	-	+0370	NA	NA	NA
Intron	chr3l	003178825	003180305	FBtr0073035	Girdin-RA	+	+0635	NA	NA	NA
Exon/CD	chr3l	003191324	003192537	FBtr0073109	CG14965-RA	-	+0561	NA	NA	NA
Exon/CD	chr3l	003193292	003196899	FBtr0073040	Hsp83-RA	+	+1879	NA	NA	NA
Exon/CD	chr3l	003197031	003197751	FBtr0073108	CG14966-RA	-	+0240	NA	NA	NA
5'UTR	chr3l	003197864	003200918	FBtr0073042	gry-RB	+	+0301	NA	NA	NA
5'UTR	chr3l	003217725	003220712	FBtr0073043	CG12034-RA	+	+0062	NA	NA	NA
Intron	chr3l	003221090	003222964	FBtr0073095	RpL28-RB	-	+0931	NA	NA	NA
5'UTR	chr3l	003223455	003226980	FBtr0073045	CG11505-RA	+	+0379	NA	NA	NA
Exon/CD	chr3l	003227110	003227883	FBtr0073046	CG11505-RB	+	+1443	NA	NA	NA
5'UTR	chr3l	003238341	003239591	FBtr0073094	CG17746-RB	-	+0407	NA	NA	NA
Upstream	chr3l	003239646	003242081	FBtr0073093	CG17746-RA	-	-1285	NA	NA	NA
Downstream	chr3l	003242436	003243091	FBtr0308063	CG12078-RB	-	+1531	NA	NA	NA
Exon/CD	chr3l	003243421	003243696	FBtr0308063	CG12078-RB	-	+0736	NA	NA	NA
Exon/CD	chr3l	003244646	003245304	FBtr0346079	CR45424-RB	+	+0069	NA	NA	NA
Downstream	chr3l	003245508	003246291	FBtr0345875	CR45424-RA	+	+0903	NA	NA	NA
5'UTR	chr3l	003246828	003249221	FBtr0308062	CG43389-RA	+	+0009	NA	NA	NA
Exon/CD	chr3l	003249547	003252064	FBtr0347118	CR43626-RC	+	+0211	NA	NA	NA
Intron	chr3l	003258022	003259786	FBtr0073050	ckd-RC	+	+0749	NA	NA	NA
Intron	chr3l	003259905	003260424	FBtr0073050	ckd-RC	+	+2009	NA	NA	NA
Intron	chr3l	003261244	003261835	FBtr0073050	ckd-RC	+	+3384	NA	NA	NA
Intron	chr3l	003263089	003263664	FBtr0073050	ckd-RC	+	+5221	NA	NA	NA
Intron	chr3l	003301517	003301752	FBtr0073087	CG14968-RC	-	+0782	NA	NA	NA
Intron	chr3l	003302242	003303025	FBtr0073086	CG14968-RB	-	+0479	NA	NA	NA
5'UTR	chr3l	003303664	003305548	FBtr0073055	ZnT63C-RB	+	+0898	NA	NA	NA
Intron	chr3l	003309466	003309718	FBtr0073058	ZnT63C-RE	+	+1548	NA	NA	NA
Intron	chr3l	003309899	003310140	FBtr0330104	ZnT63C-RG	+	+0226	NA	NA	NA
Intron	chr3l	003318220	003321801	FBtr0300240	CG42456-RA	+	+0455	NA	NA	NA
Exon/CD	chr3l	003323965	003324182	FBtr0332058	Strip-RC	-	+1873	NA	NA	NA
Exon/CD	chr3l	003324541	003325973	FBtr0332058	Strip-RC	-	+0689	NA	NA	NA
Intron	chr3l	003326258	003328129	FBtr0073066	PHGPx-RC	+	+0928	NA	NA	NA
Exon/CD	chr3l	003333800	003335032	FBtr0073082	CG14969-RA	-	+0562	NA	NA	NA
Intron	chr3l	003336895	003338999	FBtr0073071	kst-RB	+	+0844	NA	NA	NA
Intron	chr3l	003341053	003341655	FBtr0073071	kst-RB	+	+4251	NA	NA	NA
Intron	chr3l	003341761	003342663	FBtr0073071	kst-RB	+	+5109	NA	NA	NA
Intron	chr3l	003342774	003343095	FBtr0073071	kst-RB	+	+5831	NA	NA	NA
5'UTR	chr3l	003350002	003350323	FBtr0300017	kst-RE	+	+0054	NA	NA	NA
3'UTR	chr3l	003370761	003371606	FBtr0073078	YT521-B-RA	-	+2987	NA	NA	NA
Exon/CD	chr3l	003371896	003375495	FBtr0073078	YT521-B-RA	-	+0475	NA	NA	NA
Intron	chr3l	003376255	003377651	FBtr0073076	CG12012-RA	+	+0196	NA	NA	NA
Upstream	chr3l	003414357	003417998	FBtr0304359	mir-2282-RM	-	-3926	NA	NA	NA
Exon/CD	chr3l	003459236	003460628	FBtr0309838	eIF5B-RE	-	+0671	NA	NA	NA
5'UTR	chr3l	003460704	003461106	FBtr0309839	eIF5B-RF	-	+0072	NA	NA	NA
Intron	chr3l	003461198	003462377	FBtr0309841	armi-RD	+	+0470	NA	NA	NA
Intron	chr3l	003469044	003469652	FBtr0073143	CG14971-RA	-	+1961	NA	NA	NA
5'UTR	chr3l	003470261	003472213	FBtr0073143	CG14971-RA	-	+0072	NA	NA	NA
5'UTR	chr3l	003485844	003486260	FBtr0334634	CG42324-RI	+	+0342	NA	NA	NA
Exon/CD	chr3l	003511167	003511820	FBtr0073141	ImpE2-RA	-	+1188	NA	NA	NA
Exon/CD	chr3l	003511897	003512647	FBtr0073141	ImpE2-RA	-	+0409	NA	NA	NA
5'UTR	chr3l	003515757	003517446	FBtr0302598	Eip63E-RM	+	+0850	NA	NA	NA
Upstream	chr3l	003543180	003543484	FBtr0073133	Eip63E-RA	+	-0248	NA	NA	NA
Intron	chr3l	003543683	003546375	FBtr0073134	Eip63E-RB	+	+1449	NA	NA	NA
Intron	chr3l	003612082	003613940	FBtr0273204	CG10359-RE	+	+0819	NA	NA	NA
Upstream	chr3l	003624456	003626079	FBtr0113134	dar1-RB	+	-1085	NA	NA	NA
5'UTR	chr3l	003626381	003627286	FBtr0113134	dar1-RB	+	+0481	NA	NA	NA
Intron	chr3l	003765215	003765634	FBtr0308639	CG32264-RK	-	+41035	NA	NA	NA
Intron	chr3l	003786085	003788083	FBtr0308639	CG32264-RK	-	+19375	NA	NA	NA
Upstream	chr3l	003805329	003807776	FBtr0073185	ntc-RA	-	-0093	NA	NA	NA
Exon/CD	chr3l	003807848	003808076	FBtr0073148	IntS10-RA	+	+1252	NA	NA	NA
Exon/CD	chr3l	003809233	003810274	FBtr0073184	CG32262-RA	-	+0443	NA	NA	NA
Exon/CD	chr3l	003811219	003812695	FBtr0073149	CG12006-RA	+	+0694	NA	NA	NA
Intron	chr3l	003814214	003815384	FBtr0303096	Scsalpha-RB	+	+0588	NA	NA	NA
Exon/CD	chr3l	003815499	003815938	FBtr0344306	CR45034-RA	-	+0040	NA	NA	NA
Upstream	chr3l	003816628	003817110	FBtr0346805	Acp63F-RB	-	-0515	NA	NA	NA
Upstream	chr3l	003817437	003817741	FBtr0073153	enc-RA	+	-1090	NA	NA	NA
Intron	chr3l	003818689	003820146	FBtr0333209	enc-RG	+	+0738	NA	NA	NA
Intron	chr3l	003825538	003826132	FBtr0073154	Rdh-RA	+	+0386	NA	NA	NA
Intron	chr3l	003826249	003826604	FBtr0073154	Rdh-RA	+	+0977	NA	NA	NA
Upstream	chr3l	003845333	003845899	FBtr0073155	Awh-RA	+	-0590	NA	NA	NA
5'UTR	chr3l	003846102	003847239	FBtr0330071	Awh-RD	+	+0464	NA	NA	NA
Exon/CD	chr3l	003896841	003899557	FBtr0073180	Ccz1-RB	-	+0957	NA	NA	NA
Intron	chr3l	003901593	003902595	FBtr0333142	Ubi-p63E-RD	-	+0544	NA	NA	NA
Exon/CD	chr3l	003902949	003906814	FBtr0073159	Sc2-RA	+	+1389	NA	NA	NA
Intron	chr3l	003908063	003909643	FBtr0073176	mge-RA	-	+0739	NA	NA	NA
Intron	chr3l	003932245	003933642	FBtr0073174	Eip63F-1-RA	-	+0694	NA	NA	NA
Intron	chr3l	003935306	003935602	FBtr0303421	Eip63F-1-RC	-	+0163	NA	NA	NA
Exon/CD	chr3l	003937033	003938048	FBtr0345342	CG10866-RB	-	+0452	NA	NA	NA
Exon/CD	chr3l	003940421	003940713	FBtr0333133	CR43916-RA	+	+0048	NA	NA	NA
Exon/CD	chr3l	003941058	003942439	FBtr0073171	CG10863-RA	-	+0717	NA	NA	NA
Intron	chr3l	003951681	003952517	FBtr0290224	CG14984-RB	-	+0321	NA	NA	NA
5'UTR	chr3l	003984009	003984223	FBtr0073165	scrt-RA	+	+0220	NA	NA	NA
Exon/CD	chr3l	003985070	003985282	FBtr0073165	scrt-RA	+	+1280	NA	NA	NA
Intron	chr3l	004003438	004004542	FBtr0289977	CG14985-RB	+	+0516	NA	NA	NA
Exon/CD	chr3l	004021440	004022562	FBtr0073193	Mul1-RA	+	+0544	NA	NA	NA
5'UTR	chr3l	004024470	004025860	FBtr0073284	CG11594-RA	-	+0846	NA	NA	NA
Exon/CD	chr3l	004038945	004040286	FBtr0332982	CG11593-RC	-	+0676	NA	NA	NA
Exon/CD	chr3l	004040338	004041691	FBtr0073202	Rcd5-RA	+	+0485	NA	NA	NA
Exon/CD	chr3l	004060248	004060456	FBtr0332979	CG18869-RB	+	+0449	NA	NA	NA
Exon/CD	chr3l	004067833	004068200	FBtr0073279	wit-RA	-	+3701	NA	NA	NA
Intron	chr3l	004068834	004069088	FBtr0073279	wit-RA	-	+2756	NA	NA	NA
Intron	chr3l	004069238	004069446	FBtr0073279	wit-RA	-	+2375	NA	NA	NA
Intron	chr3l	004069619	004071725	FBtr0073279	wit-RA	-	+1045	NA	NA	NA
Exon/CD	chr3l	004093472	004093759	FBtr0073208	CG14990-RA	+	+0408	NA	NA	NA
5'UTR	chr3l	004100774	004106651	FBtr0073209	Fit1-RA	+	+0148	NA	NA	NA
Downstream	chr3l	004106712	004107505	FBtr0346402	CR45670-RA	-	+0362	NA	NA	NA
Intron	chr3l	004108206	004110687	FBtr0073211	Ack-RA	+	+1260	NA	NA	NA
Exon/CD	chr3l	004114848	004115838	FBtr0310531	Chd64-RC	-	+0409	NA	NA	NA
Intron	chr3l	004115983	004116494	FBtr0073270	Chd64-RB	-	+6150	NA	NA	NA
Intron	chr3l	004116810	004117983	FBtr0073270	Chd64-RB	-	+4992	NA	NA	NA
Intron	chr3l	004118306	004118668	FBtr0073270	Chd64-RB	-	+3901	NA	NA	NA
Intron	chr3l	004118981	004122388	FBtr0073270	Chd64-RB	-	+1704	NA	NA	NA
Intron	chr3l	004131925	004134499	FBtr0345589	ens-RL	-	+1338	NA	NA	NA
Exon/CD	chr3l	004134735	004136126	FBtr0073264	RfC4-RA	-	+0608	NA	NA	NA
Exon/CD	chr3l	004137030	004139007	FBtr0310632	Rop-RB	-	+0978	NA	NA	NA
Intron	chr3l	004139118	004140394	FBtr0073212	Ras64B-RA	+	+0680	NA	NA	NA
Intron	chr3l	004148824	004150678	FBtr0073215	CG1299-RA	+	+1055	NA	NA	NA
Exon/CD	chr3l	004151134	004151461	FBtr0073215	CG1299-RA	+	+2601	NA	NA	NA
Exon/CD	chr3l	004160215	004160839	FBtr0332660	nab-RD	-	+0405	NA	NA	NA
Intron	chr3l	004165964	004167401	FBtr0332659	mas-RC	-	+0782	NA	NA	NA
Intron	chr3l	004170413	004171695	FBtr0073217	Ero1L-RB	+	+0650	NA	NA	NA
Exon/CD	chr3l	004172293	004172525	FBtr0073217	Ero1L-RB	+	+2005	NA	NA	NA
3'UTR	chr3l	004185960	004186853	FBtr0073256	VhaM9.7-c-RA	-	+0459	NA	NA	NA
Intron	chr3l	004193951	004194974	FBtr0307309	CG43367-RC	+	+0469	NA	NA	NA
Exon/CD	chr3l	004225139	004225745	FBtr0333569	ImpL2-RD	-	+1860	NA	NA	NA
Intron	chr3l	004225862	004227230	FBtr0073249	ImpL2-RB	-	+0756	NA	NA	NA
Exon/CD	chr3l	004239920	004241667	FBtr0073226	CG14997-RA	+	+0485	NA	NA	NA
Exon/CD	chr3l	004242767	004244108	FBtr0073227	pav-RA	+	+0703	NA	NA	NA
Intron	chr3l	004251524	004254263	FBtr0073246	ago-RB	-	+1159	NA	NA	NA
Exon/CD	chr3l	004254379	004257047	FBtr0073228	CG1265-RB	+	+0937	NA	NA	NA
Exon/CD	chr3l	004257153	004262563	FBtr0073229	CG1309-RA	+	+0428	NA	NA	NA
Exon/CD	chr3l	004262805	004263058	FBtr0113137	VhaM9.7-a-RC	+	+0226	NA	NA	NA
Intron	chr3l	004263789	004264707	FBtr0073231	CG1273-RB	+	+0529	NA	NA	NA
Intron	chr3l	004277947	004279156	FBtr0333566	CG1311-RB	+	+0589	NA	NA	NA
Exon/CD	chr3l	004281325	004282859	FBtr0073242	CG11583-RA	-	+0725	NA	NA	NA
Intron	chr3l	004283862	004286807	FBtr0073233	CG1316-RA	+	+1483	NA	NA	NA
Downstream	chr3l	004286900	004289959	FBtr0073234	TfIIEbeta-RA	+	+1391	NA	NA	NA
Exon/CD	chr3l	004290600	004293599	FBtr0300776	CG15012-RC	-	+0147	NA	NA	NA
Exon/CD	chr3l	004313498	004314848	FBtr0346538	Claspin-RB	+	+0690	NA	NA	NA
5'UTR	chr3l	004317990	004319907	FBtr0073287	PMP34-RA	+	+0193	NA	NA	NA
Exon/CD	chr3l	004321183	004322317	FBtr0073340	CG15014-RA	-	+0509	NA	NA	NA
Intron	chr3l	004355627	004355895	FBtr0306534	Cip4-RG	-	+8341	NA	NA	NA
Intron	chr3l	004357296	004357544	FBtr0306534	Cip4-RG	-	+6682	NA	NA	NA
Intron	chr3l	004358635	004359390	FBtr0306534	Cip4-RG	-	+5090	NA	NA	NA
Intron	chr3l	004359443	004360937	FBtr0306534	Cip4-RG	-	+3912	NA	NA	NA
Intron	chr3l	004362830	004364096	FBtr0306534	Cip4-RG	-	+0639	NA	NA	NA
Intron	chr3l	004364154	004367516	FBtr0091456	CG33514-RA	+	+0401	NA	NA	NA
Intron	chr3l	004384644	004385243	FBtr0073291	slow-RA	+	+0501	NA	NA	NA
Intron	chr3l	004403460	004405011	FBtr0073293	Syx17-RA	+	+0748	NA	NA	NA
Intron	chr3l	004405069	004406271	FBtr0113139	CG15019-RB	-	+0389	NA	NA	NA
Intron	chr3l	004407131	004408279	FBtr0308033	DOR-RG	+	+0560	NA	NA	NA
Intron	chr3l	004411602	004411863	FBtr0308033	DOR-RG	+	+4587	NA	NA	NA
Intron	chr3l	004412825	004413365	FBtr0308033	DOR-RG	+	+5950	NA	NA	NA
Intron	chr3l	004413589	004417129	FBtr0073296	DOR-RA	+	+0694	NA	NA	NA
Intron	chr3l	004507207	004507758	FBtr0301608	NT1-RF	-	+0951	NA	NA	NA
5'UTR	chr3l	004507950	004508322	FBtr0301608	NT1-RF	-	+0297	NA	NA	NA
5'UTR	chr3l	004530893	004532146	FBtr0073323	Tie-RA	-	+0626	NA	NA	NA
Exon/CD	chr3l	004540369	004541246	FBtr0073322	CG32243-RA	-	+0437	NA	NA	NA
Intron	chr3l	004542078	004545667	FBtr0073310	CG11357-RA	+	+1752	NA	NA	NA
Intron	chr3l	004623579	004626234	FBtr0304990	Src64B-RJ	-	+1226	NA	NA	NA
Intron	chr3l	004626732	004628379	FBtr0073317	Rpd3-RA	+	+0821	NA	NA	NA
Downstream	chr3l	004686656	004687272	FBtr0073367	CG7514-RA	-	+1810	NA	NA	NA
Intron	chr3l	004692920	004694566	FBtr0332738	RhoGEF64C-RB	+	+0960	NA	NA	NA
Intron	chr3l	004824266	004824715	FBtr0332750	Dhc64C-RI	-	+1197	NA	NA	NA
5'UTR	chr3l	004824857	004826870	FBtr0073348	Aats-leu-RA	+	+0010	NA	NA	NA
Intron	chr3l	004899438	004899697	FBtr0073353	CG13704-RA	+	+0667	NA	NA	NA
Intron	chr3l	004900074	004900342	FBtr0073353	CG13704-RA	+	+1308	NA	NA	NA
Exon/CD	chr3l	005134215	005141992	FBtr0077165	CG4611-RA	+	+1727	NA	NA	NA
5'UTR	chr3l	005142058	005142441	FBtr0077167	Gdap1-RA	+	+0296	NA	NA	NA
Intron	chr3l	005142495	005142823	FBtr0077167	Gdap1-RA	+	+0706	NA	NA	NA
5'UTR	chr3l	005144835	005147084	FBtr0077177	CG10671-RB	-	+0104	NA	NA	NA
Exon/CD	chr3l	005151435	005152503	FBtr0077176	Gen-RA	-	+0407	NA	NA	NA
Exon/CD	chr3l	005152620	005154002	FBtr0077169	Srp54k-RA	+	+0633	NA	NA	NA
Intron	chr3l	005177357	005177590	FBtr0333288	shep-RH	-	+7324	NA	NA	NA
Intron	chr3l	005179547	005179858	FBtr0333288	shep-RH	-	+5095	NA	NA	NA
Intron	chr3l	005180071	005180383	FBtr0333288	shep-RH	-	+4570	NA	NA	NA
Intron	chr3l	005180592	005181096	FBtr0333288	shep-RH	-	+3953	NA	NA	NA
